#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-1A1E72DAFF6DB8BC-2DB551FFA7EC6267
#datatype	hitsFull Results
#status	0
#Start time	2025-02-24T22:46:58	Run time	0:00:00:33
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#170 - >validated_A1_Birds_Atlantisia_rogersi	superfamily	462396	39	156	2.18736e-21	85.8802	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#170 - >validated_A1_Birds_Atlantisia_rogersi	non-specific	461599	107	167	7.30305e-15	66.3524	pfam05240	APOBEC_C	C	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#170 - >validated_A1_Birds_Atlantisia_rogersi	specific	238610	27	105	3.69976e-05	41.1726	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#170 - >validated_A1_Birds_Atlantisia_rogersi	superfamily	444801	27	105	3.69976e-05	41.1726	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#170 - >validated_A1_Birds_Atlantisia_rogersi	non-specific	395307	56	102	0.000647943	37.6665	pfam00383	dCMP_cyt_deam_1	N	cl00269	Cytidine and deoxycytidylate deaminase zinc-binding region; Cytidine and deoxycytidylate deaminase zinc-binding region.  
Q#171 - >validated_A1_Birds_Aythya_fuligula	specific	408545	28	158	2.31019e-58	179.299	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	408545	28	158	2.31019e-58	179.299	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	408540	47	143	9.17871e-50	156.512	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	408540	47	143	9.17871e-50	156.512	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	465854	42	154	1.53072e-45	146.252	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	465854	42	154	1.53072e-45	146.252	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	465865	20	179	6.65338e-38	128.935	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	465865	20	179	6.65338e-38	128.935	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	465863	20	169	7.70831e-33	115.774	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	465863	20	169	7.70831e-33	115.774	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	462396	29	169	1.32386e-24	94.3546	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	462396	29	169	1.32386e-24	94.3546	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	436733	20	168	3.07602e-24	93.5849	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	436733	20	168	3.07602e-24	93.5849	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	436728	83	156	5.03581e-23	87.392	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	480765	83	156	5.03581e-23	87.392	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	461599	107	185	9.42604e-18	74.0564	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#171 - >validated_A1_Birds_Aythya_fuligula	specific	238610	43	115	2.7518e-06	44.6394	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#171 - >validated_A1_Birds_Aythya_fuligula	superfamily	444801	43	115	2.7518e-06	44.6394	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#171 - >validated_A1_Birds_Aythya_fuligula	non-specific	395307	44	102	0.00328461	35.7405	pfam00383	dCMP_cyt_deam_1	N	cl00269	Cytidine and deoxycytidylate deaminase zinc-binding region; Cytidine and deoxycytidylate deaminase zinc-binding region.  
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	specific	408545	70	200	5.08529e-60	185.077	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	408545	70	200	5.08529e-60	185.077	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	408540	89	185	9.13386e-49	155.356	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	408540	89	185	9.13386e-49	155.356	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	465854	84	195	2.93541e-48	154.726	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	465854	84	195	2.93541e-48	154.726	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	465865	61	227	3.61599e-38	130.861	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	465865	61	227	3.61599e-38	130.861	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	465863	64	202	2.06499e-28	105.759	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	465863	64	202	2.06499e-28	105.759	cl40073	APOBEC2 superfamily	 - 	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	436728	125	198	1.16022e-23	90.0884	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	480765	125	198	1.16022e-23	90.0884	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	436733	61	209	4.29665e-22	89.3477	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	436733	61	209	4.29665e-22	89.3477	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	462396	81	207	7.97745e-21	85.8802	pfam08210	APOBEC_N	 - 	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	462396	81	207	7.97745e-21	85.8802	cl38258	APOBEC_N superfamily	 - 	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	non-specific	461599	149	202	5.16166e-15	67.508	pfam05240	APOBEC_C	C	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	specific	238610	68	147	4.56618e-05	41.5578	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#172 - >validated_A1_Birds_Buceros_rhinoceros	superfamily	444801	68	147	4.56618e-05	41.5578	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#173 - >validated_A1_Birds_Calidris_pugnax	specific	408545	28	158	3.86575e-64	193.937	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	408545	28	158	3.86575e-64	193.937	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	408540	47	143	1.32104e-55	171.149	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	408540	47	143	1.32104e-55	171.149	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	465854	42	154	1.8068e-51	161.274	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	465854	42	154	1.8068e-51	161.274	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	465865	22	185	1.62123e-41	137.795	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	465865	22	185	1.62123e-41	137.795	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	465863	63	160	1.61146e-28	104.603	pfam18772	APOBEC2	N	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	465863	63	160	1.61146e-28	104.603	cl40073	APOBEC2 superfamily	N	 - 	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	436728	83	156	1.76843e-27	98.948	pfam18775	APOBEC4	 - 	cl46425	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	480765	83	156	1.76843e-27	98.948	cl46425	APOBEC4 superfamily	 - 	 - 	APOBEC4; A member of the AID/APOBEC family of cytosine deaminases. The biological function of APOBEC4 is poorly understood. However, it is widely conserved across vertebrates.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	462396	63	156	6.19566e-24	92.4286	pfam08210	APOBEC_N	N	cl38258	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	462396	63	156	6.19566e-24	92.4286	cl38258	APOBEC_N superfamily	N	 - 	APOBEC-like N-terminal domain; A mechanism of generating protein diversity is mRNA editing. Members of this family are C-to-U editing enzymes. The N-terminal domain of APOBEC-1 like proteins is the catalytic domain, while the C-terminal domain is a pseudocatalyitc domain. More specifically, the catalytic domain is a zinc dependent deaminases domain and is essential for cytidine deamination.APOBEC-3 like members contain two copies of this domain. RNA editing by APOBEC-1 requires homodimerization and this complex interacts with RNA binding proteins to from the editosome (and references therein). This family also includes the functionally homologous activation induced deaminase (AID), which is essential for the development of antibody diversity in B lymphocytes, and the sea lamprey PmCDA1 and PmCDA2, which are predicted to play an AID-like role in the adaptive immune response of jawless vertebrates. Divergent members of this family are present in various eukaryotes such as Nematostella, C. elegans, Micromonas and Emiliania, and prokaryotes such as Wolbachia and Pseudomonas brassicacearum.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	436733	34	156	3.16384e-23	90.8885	pfam18782	NAD2	 - 	cl40079	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	436733	34	156	3.16384e-23	90.8885	cl40079	NAD2 superfamily	 - 	 - 	Novel AID APOBEC clade 2; A distnct family of AID/APOBEC deaminases found only in Amphibians.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	461599	107	185	7.77529e-18	74.0564	pfam05240	APOBEC_C	 - 	cl46425	APOBEC-like C-terminal domain; This domain is found at the C-termini of the Apolipoprotein B mRNA editing enzyme.
Q#173 - >validated_A1_Birds_Calidris_pugnax	non-specific	238610	21	105	0.00054358	38.0911	cd01283	cytidine_deaminase	 - 	cl00269	Cytidine deaminase zinc-binding domain. These enzymes are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate. Cytidine deaminases catalyze the deamination of cytidine to uridine and are important in the pyrimadine salvage pathway in many cell types, from bacteria to humans. This family also includes  the apoBec proteins, which are a mammal specific expansion of RNA editing enzymes, and the closely related phorbolins, and the AID (activation-induced) enzymes.
Q#173 - >validated_A1_Birds_Calidris_pugnax	superfamily	444801	21	105	0.00054358	38.0911	cl00269	cytidine_deaminase-like superfamily	 - 	 - 	Cytidine and deoxycytidylate deaminase zinc-binding region. The family contains cytidine deaminases, nucleoside deaminases, deoxycytidylate deaminases and riboflavin deaminases. Also included are the apoBec family of mRNA editing enzymes.  All members are Zn dependent. The zinc ion in the active site plays a central role in the proposed catalytic mechanism, activating a water molecule to form a hydroxide ion that performs a nucleophilic attack on the substrate.
Q#174 - >validated_A1_Birds_Calypte_anna	specific	408545	28	158	1.03662e-57	177.758	pfam18774	APOBEC4_like	 - 	cl39018	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	408545	28	158	1.03662e-57	177.758	cl39018	APOBEC4_like superfamily	 - 	 - 	APOBEC4-like -AID/APOBEC-deaminase; Cnidarian and Algal homologs of the APOBEC4-like AID/APOBEC-like deaminases characterized by a distinct Zn chelating site involving residues from the conserved loops 1 and 3.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	465854	42	154	1.52236e-52	163.971	pfam18750	SNAD4	 - 	cl39020	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	465854	42	154	1.52236e-52	163.971	cl39020	SNAD4 superfamily	 - 	 - 	Secreted Novel AID/APOBEC-like Deaminase 4; A family of secreted AID/APOBEC like deaminases found only in sponges that often shows lineage-specific expansions.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	408540	47	143	1.42374e-51	161.134	pfam18769	APOBEC1	 - 	cl39016	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	408540	47	143	1.42374e-51	161.134	cl39016	APOBEC1 superfamily	 - 	 - 	APOBEC1; APOBEC1 deaminates cytosine both in RNA and ssDNA and has roles in both mRNA editing and ssDNA mutagenesis as part of the defense against retroviruses and genomic retrotransposons.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	465865	20	185	8.76333e-43	141.262	pfam18778	NAD1	 - 	cl40077	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#174 - >validated_A1_Birds_Calypte_anna	superfamily	465865	20	185	8.76333e-43	141.262	cl40077	NAD1 superfamily	 - 	 - 	Novel AID APOBEC clade 1; A distinct family of AID/APOBEC-like deaminases found in ray-finned fishes, the coelacanth, amphibians, lizards, and marsupials.
Q#174 - >validated_A1_Birds_Calypte_anna	non-specific	465863	22	159	3.41182e-30	108.841	pfam18772	APOBEC2	 - 	cl40073	APOBEC2; APOBEC2 is a highly conserved (slow-evolving) family of AID/APOBECs found in most vertebrates including cartilaginous fishes. APOBEC2 is poorly understood in terms of their molecular functions and substrate specificity.
